id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_safety_equipment_1,victim_safety_equipment_2,victim_ejected
5015820,9191581,2,passenger,male,3,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5015826,9191586,2,passenger,female,48,other visible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5015827,9191586,2,driver,male,46,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5015831,9191589,2,pedestrian,male,50,severe injury,,,,
5015832,9191590,2,pedestrian,female,55,other visible injury,,,,
5015838,9191595,2,driver,male,32,severe injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
5015840,9191597,2,passenger,female,72,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5015842,9191599,2,driver,female,50,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,
5015844,9191601,2,driver,male,23,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5015856,9191609,3,passenger,female,20,complaint of pain,passenger seat 2,air bag not deployed,unknown,not ejected
5015861,9191613,1,passenger,female,18,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5015862,9191613,2,passenger,female,51,other visible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5015903,9191644,1,driver,male,37,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5015904,9191644,2,passenger,male,8,no injury,passenger seat 5,air bag deployed,lap/shoulder harness used,not ejected
5015911,9191648,1,driver,female,63,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5015912,9191648,1,passenger,male,31,complaint of pain,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
5015913,9191648,1,passenger,female,25,complaint of pain,passenger seat 4,air bag deployed,lap/shoulder harness used,not ejected
5015923,9191656,1,passenger,female,38,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5015924,9191656,1,passenger,female,1,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5015925,9191656,1,passenger,male,3,no injury,passenger seat 5,air bag not deployed,lap/shoulder harness used,not ejected
5015926,9191656,1,passenger,male,2,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5015927,9191656,2,driver,female,20,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5015964,9191673,1,driver,male,20,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5015965,9191673,2,driver,female,28,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5016050,9191713,1,passenger,female,19,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5016051,9191713,2,driver,female,47,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5016120,9191741,2,driver,female,52,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5016178,9191783,2,pedestrian,male,23,complaint of pain,,,not required,
5016196,9191796,1,passenger,female,22,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5016197,9191796,1,driver,male,26,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5016230,9191817,2,driver,female,19,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016231,9191817,2,passenger,male,21,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016266,9191835,2,bicyclist,male,35,other visible injury,driver,not required,,fully ejected
5016343,9191917,2,pedestrian,male,42,complaint of pain,,,,
5016345,9191923,2,driver,male,43,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016346,9191923,3,driver,male,22,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016370,9191959,1,pedestrian,male,3,other visible injury,,,,
5016371,9191959,2,passenger,female,67,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,
5016444,9192026,2,driver,female,39,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016446,9192029,2,pedestrian,male,55,complaint of pain,,,,
5016460,9192039,1,passenger,female,26,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016461,9192039,1,driver,,43,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016462,9192039,2,passenger,female,20,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016464,9192041,2,driver,male,32,severe injury,driver,not required,none in vehicle,fully ejected
5016465,9192041,3,passenger,female,29,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016521,9192082,2,driver,male,27,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016526,9192094,2,driver,female,50,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016527,9192097,2,passenger,male,31,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016569,9192148,2,passenger,female,15,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016622,9192208,1,passenger,male,,no injury,,air bag not deployed,child restraint in vehicle used,not ejected
5016623,9192208,1,driver,female,31,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016647,9192244,2,driver,male,29,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016728,9192332,2,driver,male,76,complaint of pain,driver,air bag deployed,lap/shoulder harness used,
5016771,9192368,1,driver,female,23,complaint of pain,driver,lap/shoulder harness used,,not ejected
5016773,9192370,2,bicyclist,female,17,complaint of pain,driver,not required,none in vehicle,not ejected
5016779,9192374,2,driver,male,20,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5016828,9192407,2,passenger,female,,no injury,passenger seat 2,air bag not deployed,lap belt used,not ejected
5016829,9192407,2,passenger,female,,no injury,passenger seat 5,air bag not deployed,lap belt used,not ejected
5016830,9192407,2,passenger,female,,no injury,passenger seat 4,air bag not deployed,lap belt used,not ejected
5016831,9192407,2,passenger,female,,no injury,passenger seat 3,air bag not deployed,lap belt used,not ejected
5016859,9192443,2,passenger,female,4,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5016869,9192458,1,driver,male,26,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5016870,9192458,1,passenger,female,26,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5016871,9192458,2,driver,female,48,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016872,9192458,2,passenger,female,4,no injury,station wagon rear,not required,child restraint in vehicle used,not ejected
5016873,9192458,2,passenger,male,3,no injury,rear occupant of truck or van,not required,child restraint in vehicle used,not ejected
5016938,9192522,2,passenger,male,32,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016939,9192522,2,driver,female,28,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5016940,9192522,3,passenger,male,21,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5016941,9192522,3,driver,female,43,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5017020,9192667,2,bicyclist,male,47,other visible injury,,"driver, motorcycle helmet used",,fully ejected
5017035,9192691,1,driver,female,21,other visible injury,driver,"driver, motorcycle helmet used",,not ejected
5017103,9192791,2,pedestrian,female,64,severe injury,,,,not ejected
5017133,9192814,1,driver,male,34,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
5017134,9192814,2,driver,female,47,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5017135,9192814,2,passenger,female,15,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5017364,9193012,2,passenger,male,19,no injury,passenger seat 2,,,
5017393,9193088,1,passenger,male,32,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5017623,9193282,2,driver,female,38,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5017624,9193282,2,passenger,male,6,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5017701,9193327,1,pedestrian,female,25,complaint of pain,,,,
5017702,9193328,2,pedestrian,male,46,other visible injury,,,,
5017711,9193335,1,bicyclist,male,63,complaint of pain,driver,not required,"driver, motorcycle helmet not used",not ejected
5017715,9193358,1,passenger,female,33,no injury,passenger seat 3,shoulder harness not used,air bag not deployed,not ejected
5017762,9193462,2,passenger,female,67,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5017795,9193575,2,passenger,female,69,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5017854,9193819,1,passenger,female,3,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
5017855,9193819,2,passenger,female,38,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5017856,9193819,2,passenger,male,14,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5017857,9193819,2,passenger,male,7,no injury,passenger seat 5,air bag not deployed,lap/shoulder harness used,not ejected
5017858,9193819,2,passenger,female,16,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5017888,9193948,2,pedestrian,male,21,suspected minor injury,,,,
5017970,9194000,2,pedestrian,male,67,suspected minor injury,,,,
5018000,9194020,1,passenger,female,51,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018078,9194062,2,driver,male,39,suspected minor injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
5018079,9194062,2,passenger,male,43,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5018269,9194171,1,bicyclist,male,30,other visible injury,driver,not required,"driver, motorcycle helmet not used",fully ejected
5018296,9194187,1,driver,male,48,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5018298,9194189,2,passenger,female,3,other visible injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
5018500,9194340,1,passenger,male,24,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018514,9194351,1,bicyclist,male,62,possible injury,driver,,"driver, motorcycle helmet not used",not ejected
5018525,9194356,1,driver,female,52,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5018526,9194356,2,driver,male,51,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5018527,9194356,2,passenger,male,52,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018545,9194379,1,passenger,male,58,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018546,9194379,1,passenger,female,12,complaint of pain,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5018547,9194379,1,passenger,female,50,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5018585,9194424,1,driver,female,17,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5018586,9194424,1,passenger,female,18,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness not used,not ejected
5018587,9194424,1,passenger,male,17,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018590,9194428,2,driver,female,27,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5018593,9194432,2,driver,male,39,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,
5018594,9194432,3,driver,male,25,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,
5018610,9194458,1,passenger,male,3,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
5018611,9194458,1,passenger,female,2,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
5018612,9194458,2,passenger,male,27,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018613,9194458,2,passenger,female,26,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5018614,9194458,2,passenger,male,15,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5018697,9194554,1,driver,male,35,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5018698,9194554,1,passenger,male,2,no injury,passenger seat 3,air bag not deployed,child restraint in vehicle used,not ejected
5018730,9194597,2,passenger,female,13,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018787,9194651,1,bicyclist,male,58,suspected minor injury,driver,air bag not deployed,"driver, motorcycle helmet not used",not ejected
5018872,9194746,1,driver,male,64,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5018873,9194746,2,passenger,male,68,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018996,9194856,2,passenger,female,53,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5018997,9194856,2,passenger,female,10,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5019103,9194924,1,driver,male,18,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5019104,9194924,1,passenger,male,19,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5019223,9194992,1,driver,female,19,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5019224,9194992,2,driver,male,67,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5019225,9194992,2,passenger,female,68,suspected minor injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5019238,9195001,1,driver,male,20,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5019239,9195001,2,passenger,male,12,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5019240,9195001,2,passenger,female,5,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
5019241,9195001,2,passenger,female,39,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5019267,9195019,1,driver,female,57,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5019274,9195022,1,driver,female,17,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5019275,9195022,1,passenger,female,17,other visible injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5019276,9195022,1,passenger,male,18,other visible injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5019277,9195022,1,passenger,female,17,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5019301,9195035,1,driver,male,31,possible injury,driver,air bag deployed,lap/shoulder harness not used,not ejected
5019388,9195084,1,bicyclist,male,17,other visible injury,driver,not required,,not ejected
5019403,9195095,2,driver,female,29,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5019430,9195104,1,driver,female,39,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5019431,9195104,1,passenger,male,16,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5019432,9195104,2,driver,male,57,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5019445,9195110,2,driver,male,24,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5019467,9195122,2,passenger,female,42,complaint of pain,passenger seat 2,,,not ejected
5019468,9195122,3,driver,male,33,complaint of pain,driver,,,
5019533,9195162,2,pedestrian,male,40,other visible injury,,,,
5019548,9195172,1,passenger,male,20,other visible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5019573,9195185,1,pedestrian,female,28,complaint of pain,,,not required,
5019580,9195189,2,passenger,female,56,suspected minor injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5019653,9195337,1,driver,male,33,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5019919,9195904,2,driver,male,55,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5019920,9195904,2,passenger,female,15,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5019921,9195904,2,passenger,male,8,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5019928,9195912,1,driver,male,28,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5019939,9195924,2,pedestrian,male,29,other visible injury,,,,
5019946,9195931,2,driver,male,35,complaint of pain,driver,air bag not deployed,"driver, motorcycle helmet used",partially ejected
5019976,9195952,1,driver,male,29,other visible injury,driver,air bag not deployed,"driver, motorcycle helmet used",not ejected
5019977,9195952,1,passenger,female,34,other visible injury,passenger seat 4,air bag not deployed,"passenger, motorcycle helmet used",not ejected
5019984,9195958,2,bicyclist,male,19,complaint of pain,driver,not required,no child restraint in vehicle,not ejected
5019988,9195962,1,driver,female,18,complaint of pain,driver,air bag not deployed,lap belt used,
5020017,9195979,2,driver,male,27,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5020212,9196093,2,pedestrian,male,27,other visible injury,,,,
5020213,9196094,1,driver,male,39,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020214,9196094,2,driver,male,35,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020234,9196105,2,pedestrian,female,77,other visible injury,,,,
5020246,9196114,2,driver,female,52,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020253,9196120,1,passenger,male,20,other visible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5020254,9196120,1,driver,male,21,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020272,9196130,2,driver,female,30,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020288,9196139,1,driver,female,25,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020303,9196146,1,driver,male,41,complaint of pain,driver,air bag deployed,unknown,not ejected
5020304,9196146,2,driver,male,30,complaint of pain,driver,air bag deployed,unknown,not ejected
5020310,9196149,1,driver,female,38,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5020311,9196149,2,driver,female,47,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5020324,9196157,2,passenger,male,22,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5020325,9196157,2,passenger,male,21,no injury,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
5020326,9196158,2,passenger,male,31,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5020341,9196201,2,passenger,male,10,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5020349,9196241,1,driver,female,58,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020350,9196241,2,driver,male,47,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020369,9196251,1,driver,female,18,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020370,9196251,2,driver,male,53,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5020414,9196309,2,passenger,male,22,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5020434,9196366,1,passenger,male,20,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5020435,9196366,1,passenger,male,23,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5020436,9196371,2,passenger,male,25,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5020480,9196487,2,passenger,male,22,complaint of pain,passenger seat 3,air bag not deployed,shoulder harness used,not ejected
5020481,9196487,2,passenger,female,19,complaint of pain,passenger seat 4,air bag not deployed,shoulder harness used,not ejected
5020482,9196487,2,driver,,22,complaint of pain,driver,air bag not deployed,shoulder harness used,not ejected
5020502,9196498,2,driver,male,31,other visible injury,driver,not required,"driver, motorcycle helmet used",partially ejected
5020646,9196585,2,driver,male,69,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020724,9196625,1,passenger,male,7,other visible injury,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
5020725,9196625,1,passenger,male,0,other visible injury,passenger seat 5,air bag deployed,child restraint in vehicle used,not ejected
5020726,9196625,1,driver,male,31,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020727,9196625,1,passenger,male,8,complaint of pain,passenger seat 4,air bag deployed,lap/shoulder harness used,not ejected
5020728,9196625,2,driver,female,33,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020756,9196645,2,pedestrian,male,48,severe injury,,other,not required,not ejected
5020759,9196647,1,driver,male,35,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020767,9196654,2,bicyclist,male,39,other visible injury,driver,not required,"driver, motorcycle helmet not used",fully ejected
5020789,9196667,2,driver,male,58,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,
5020791,9196669,1,driver,,36,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020792,9196669,2,passenger,female,62,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5020793,9196669,4,driver,,50,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020794,9196669,4,passenger,female,30,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5020850,9196727,1,driver,female,26,severe injury,driver,air bag not deployed,lap/shoulder harness not used,not ejected
5020851,9196727,2,driver,female,40,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020852,9196728,2,bicyclist,male,41,other visible injury,driver,not required,,not ejected
5020884,9196787,1,driver,female,38,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020918,9196901,2,driver,male,40,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5020954,9196956,2,driver,female,61,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5020958,9196958,1,driver,male,55,other visible injury,driver,not required,"driver, motorcycle helmet not used",not ejected
5020959,9196958,2,passenger,female,16,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5020960,9196958,2,passenger,female,15,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,
5021089,9197084,2,bicyclist,male,33,other visible injury,,not required,,fully ejected
5021180,9197147,2,driver,female,47,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021181,9197148,3,pedestrian,male,64,complaint of pain,,,,
5021204,9197160,2,driver,male,41,complaint of pain,driver,,,
5021208,9197164,2,passenger,male,,complaint of pain,passenger seat 3,lap/shoulder harness used,air bag not deployed,not ejected
5021220,9197171,1,passenger,female,25,suspected minor injury,passenger seat 2,air bag not deployed,passive restraint not used,not ejected
5021254,9197196,1,bicyclist,male,40,complaint of pain,driver,not required,,fully ejected
5021265,9197202,2,passenger,male,25,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5021479,9197498,1,driver,male,25,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021480,9197499,2,pedestrian,male,35,severe injury,,,,
5021500,9197512,2,driver,female,16,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5021540,9197562,1,driver,male,25,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021541,9197562,2,passenger,male,17,no injury,other occupants,not required,none in vehicle,not ejected
5021542,9197562,2,passenger,female,42,possible injury,other occupants,not required,none in vehicle,not ejected
5021543,9197562,2,passenger,female,40,possible injury,other occupants,not required,none in vehicle,not ejected
5021544,9197562,2,passenger,female,31,no injury,other occupants,not required,none in vehicle,not ejected
5021545,9197562,2,passenger,female,66,no injury,other occupants,not required,none in vehicle,not ejected
5021546,9197562,2,passenger,female,18,no injury,other occupants,not required,none in vehicle,not ejected
5021575,9197605,1,driver,female,23,complaint of pain,driver,,lap/shoulder harness used,not ejected
5021578,9197608,1,driver,female,20,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021581,9197611,1,driver,male,20,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5021583,9197613,2,driver,male,61,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021601,9197620,1,driver,female,29,complaint of pain,driver,,lap/shoulder harness used,not ejected
5021605,9197624,1,driver,female,38,complaint of pain,driver,lap/shoulder harness used,,not ejected
5021613,9197631,2,passenger,female,36,complaint of pain,passenger seat 4,air bag deployed,lap/shoulder harness used,not ejected
5021614,9197631,2,passenger,female,1,no injury,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
5021622,9197636,2,pedestrian,female,29,other visible injury,other occupants,,,
5021678,9197675,2,pedestrian,male,37,complaint of pain,,,,
5021679,9197676,2,pedestrian,female,20,complaint of pain,,,,
5021769,9197731,1,driver,male,54,complaint of pain,driver,air bag not deployed,unknown,not ejected
5021780,9197737,1,driver,female,52,complaint of pain,driver,lap/shoulder harness used,air bag deployed,not ejected
5021787,9197741,1,driver,female,69,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021788,9197741,2,driver,female,43,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5021789,9197742,1,driver,female,33,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021790,9197743,1,driver,male,56,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5021791,9197743,2,passenger,female,47,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5021905,9197916,1,driver,female,59,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5021906,9197916,2,driver,male,27,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
5021926,9197951,1,driver,female,35,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5021927,9197951,2,passenger,male,52,other visible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5022002,9197999,1,passenger,female,44,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
5022003,9197999,2,driver,male,31,complaint of pain,passenger seat 2,air bag deployed,lap/shoulder harness used,not ejected
5022072,9198069,2,passenger,female,,complaint of pain,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
5022137,9198201,1,driver,male,25,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5022138,9198201,2,driver,female,31,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5022139,9198201,2,passenger,male,69,complaint of pain,,not required,unknown,not ejected
5022140,9198201,2,passenger,male,34,complaint of pain,,not required,unknown,not ejected
5022141,9198201,2,passenger,male,74,complaint of pain,,not required,unknown,not ejected
5022142,9198201,2,passenger,male,37,no injury,,not required,unknown,not ejected
5022176,9198246,2,passenger,male,5,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
5022228,9198323,1,driver,female,41,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5022237,9198342,1,passenger,male,23,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5022238,9198342,1,passenger,female,25,no injury,passenger seat 6,air bag deployed,lap/shoulder harness used,not ejected
5022239,9198342,1,driver,female,22,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5022269,9198367,2,passenger,male,61,no injury,driver,air bag not deployed,unknown,not ejected
5022283,9198381,1,driver,female,36,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5022308,9198440,2,passenger,male,59,complaint of pain,station wagon rear,air bag not deployed,none in vehicle,not ejected
5022309,9198440,2,passenger,male,16,no injury,,air bag not deployed,none in vehicle,not ejected
5022312,9198462,2,passenger,female,28,no injury,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
5022349,9198537,1,driver,male,25,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5022350,9198537,2,driver,female,35,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
5022351,9198537,2,passenger,male,15,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
5022352,9198537,2,passenger,female,14,other visible injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
5022400,9198596,2,pedestrian,male,31,other visible injury,,,,
5022422,9198620,1,driver,male,67,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
5022423,9198620,2,driver,female,45,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
